fact_id,state_id,year_id,category_id,cases
963,28,1,32,142
964,28,1,33,4
965,28,1,34,4
966,28,1,35,1
967,28,1,36,0
968,28,1,37,0
969,28,1,38,0
970,28,1,39,26
971,28,1,40,0
972,28,1,41,65
973,28,1,42,283
974,28,1,43,3
975,28,1,44,0
976,28,1,45,6
977,28,1,46,0
978,28,1,47,1
979,28,1,48,10
980,28,1,49,511
981,29,1,1,1
982,29,1,2,676
983,29,1,3,3
984,29,1,4,1
985,29,1,5,2
986,29,1,6,2
987,29,1,7,148
988,29,1,8,521
989,29,1,9,2
990,29,1,10,2
991,29,1,11,500
992,29,1,12,49
993,29,1,13,125
994,29,1,14,254
995,29,1,15,0
996,29,1,16,72
997,29,1,17,1
998,29,1,18,0
999,29,1,19,0
1000,29,1,20,0
1001,29,1,21,284
1002,29,1,22,1464
1003,29,1,23,0
1004,29,1,24,97
1005,29,1,25,0
1006,29,1,26,84
1007,29,1,27,7
1008,29,1,28,0
1009,29,1,29,16
1010,29,1,30,36
1011,29,1,31,25
1012,29,1,32,420
1013,29,1,33,16
1014,29,1,34,1
1015,29,1,35,28
1016,29,1,36,0
1017,29,1,37,0
1018,29,1,38,0
1019,29,1,39,34
1020,29,1,40,1
1021,29,1,41,272
1022,29,1,42,953
1023,29,1,43,10
1024,29,1,44,0
1025,29,1,45,1
1026,29,1,46,0
1027,29,1,47,7
1028,29,1,48,18
1029,29,1,49,2435
1030,30,1,1,0
1031,30,1,2,6
1032,30,1,3,1
1033,30,1,4,0
1034,30,1,5,1
1035,30,1,6,0
1036,30,1,7,1
1037,30,1,8,4
1038,30,1,9,0
1039,30,1,10,0
1040,30,1,11,6
1041,30,1,12,2
1042,30,1,13,4
1043,30,1,14,0
1044,30,1,15,0
1045,30,1,16,0
1046,30,1,17,0
1047,30,1,18,0
1048,30,1,19,0
1049,30,1,20,0
1050,30,1,21,0
1051,30,1,22,12
1052,30,1,23,0
1053,30,1,24,0
1054,30,1,25,0
1055,30,1,26,0
1056,30,1,27,0
1057,30,1,28,0
1058,30,1,29,0
1059,30,1,30,0
1060,30,1,31,0
1061,30,1,32,0
1062,30,1,33,0
1063,30,1,34,0
1064,30,1,35,0
1065,30,1,36,0
1066,30,1,37,0
1067,30,1,38,0
1068,30,1,39,0
1069,30,1,40,0
1070,30,1,41,0
1071,30,1,42,0
1072,30,1,43,0
1073,30,1,44,0
1074,30,1,45,0
1075,30,1,46,0
1076,30,1,47,0
1077,30,1,48,0
1078,30,1,49,12
1079,31,1,1,2
1080,31,1,2,1643
1081,31,1,3,38
1082,31,1,4,17
1083,31,1,5,21
1084,31,1,6,0
1085,31,1,7,43
1086,31,1,8,1542
1087,31,1,9,20
1088,31,1,10,0
1089,31,1,11,263
1090,31,1,12,123
1091,31,1,13,93
1092,31,1,14,5
1093,31,1,15,1
1094,31,1,16,41
1095,31,1,17,0
1096,31,1,18,0
1097,31,1,19,0
1098,31,1,20,0
1099,31,1,21,4
1100,31,1,22,1912
1101,31,1,23,0
1102,31,1,24,27
1103,31,1,25,2
1104,31,1,26,887
1105,31,1,27,94
1106,31,1,28,21
1107,31,1,29,151
1108,31,1,30,165
1109,31,1,31,456
1110,31,1,32,1148
1111,31,1,33,65
1112,31,1,34,0
1113,31,1,35,0
1114,31,1,36,0
1115,31,1,37,0
1116,31,1,38,0
1117,31,1,39,15
1118,31,1,40,35
1119,31,1,41,16
1120,31,1,42,2195
1121,31,1,43,0
1122,31,1,44,0
1123,31,1,45,0
1124,31,1,46,1
1125,31,1,47,13
1126,31,1,48,14
1127,31,1,49,4121
1128,32,1,1,0
1129,32,1,2,252
1130,32,1,3,5
1131,32,1,4,5
1132,32,1,5,0
1133,32,1,6,2
1134,32,1,7,106
1135,32,1,8,138
1136,32,1,9,1
1137,32,1,10,0
1138,32,1,11,186
1139,32,1,12,91
1140,32,1,13,60
1141,32,1,14,19
1142,32,1,15,0
1143,32,1,16,16
1144,32,1,17,0
1145,32,1,18,0
1146,32,1,19,0
1147,32,1,20,0
1148,32,1,21,1
1149,32,1,22,439
1150,32,1,23,4
1151,32,1,24,263
1152,32,1,25,13
1153,32,1,26,10626
1154,32,1,27,855
1155,32,1,28,580
1156,32,1,29,1868
1157,32,1,30,4223
1158,32,1,31,3100
1159,32,1,32,6384
1160,32,1,33,18
1161,32,1,34,9
1162,32,1,35,47
1163,32,1,36,0
1164,32,1,37,0
1165,32,1,38,0
1166,32,1,39,213
1167,32,1,40,98
1168,32,1,41,112
1169,32,1,42,17787
1170,32,1,43,7
1171,32,1,44,0
1172,32,1,45,3
1173,32,1,46,0
1174,32,1,47,0
1175,32,1,48,10
1176,32,1,49,18236
1177,33,1,1,0
1178,33,1,2,18
1179,33,1,3,4
1180,33,1,4,0
1181,33,1,5,4
1182,33,1,6,0
1183,33,1,7,2
1184,33,1,8,12
1185,33,1,9,0
1186,33,1,10,0
1187,33,1,11,18
1188,33,1,12,1
1189,33,1,13,13
1190,33,1,14,1
1191,33,1,15,0
1192,33,1,16,3
1193,33,1,17,0
1194,33,1,18,0
1195,33,1,19,0
1196,33,1,20,0
1197,33,1,21,0
1198,33,1,22,36
1199,33,1,23,0
1200,33,1,24,0
1201,33,1,25,0
1202,33,1,26,0
1203,33,1,27,0
1204,33,1,28,0
1205,33,1,29,0
1206,33,1,30,0
1207,33,1,31,0
1208,33,1,32,0
1209,33,1,33,0
1210,33,1,34,0
1211,33,1,35,0
1212,33,1,36,0
1213,33,1,37,0
1214,33,1,38,0
1215,33,1,39,0
1216,33,1,40,0
1217,33,1,41,0
1218,33,1,42,0
1219,33,1,43,0
1220,33,1,44,0
1221,33,1,45,0
1222,33,1,46,0
1223,33,1,47,0
1224,33,1,48,0
1225,33,1,49,36
1226,34,1,1,46
1227,34,1,2,6973
1228,34,1,3,3455
1229,34,1,4,706
1230,34,1,5,2749
1231,34,1,6,139
1232,34,1,7,486
1233,34,1,8,2748
1234,34,1,9,145
1235,34,1,10,2
1236,34,1,11,2729
1237,34,1,12,1572
1238,34,1,13,590
1239,34,1,14,14
1240,34,1,15,9
1241,34,1,16,544
1242,34,1,17,0
1243,34,1,18,0
1244,34,1,19,0
1245,34,1,20,0
1246,34,1,21,352
1247,34,1,22,10102
1248,34,1,23,0
1249,34,1,24,9
1250,34,1,25,10
1251,34,1,26,287
1252,34,1,27,57
1253,34,1,28,14
1254,34,1,29,112
1255,34,1,30,38
1256,34,1,31,66
1257,34,1,32,200
1258,34,1,33,59
1259,34,1,34,0
1260,34,1,35,6
1261,34,1,36,0
1262,34,1,37,0
1263,34,1,38,0
1264,34,1,39,79
1265,34,1,40,11
1266,34,1,41,28
1267,34,1,42,689
1268,34,1,43,0
1269,34,1,44,0
1270,34,1,45,3
1271,34,1,46,0
1272,34,1,47,0
1273,34,1,48,3
1274,34,1,49,10794
1275,35,1,1,0
1276,35,1,2,296
1277,35,1,3,6
1278,35,1,4,0
1279,35,1,5,6
1280,35,1,6,0
1281,35,1,7,28
1282,35,1,8,256
1283,35,1,9,6
1284,35,1,10,0
1285,35,1,11,120
1286,35,1,12,38
1287,35,1,13,41
1288,35,1,14,39
1289,35,1,15,1
1290,35,1,16,1
1291,35,1,17,0
1292,35,1,18,0
1293,35,1,19,0
1294,35,1,20,0
1295,35,1,21,1
1296,35,1,22,417
1297,35,1,23,0
1298,35,1,24,7
1299,35,1,25,0
1300,35,1,26,18
1301,35,1,27,0
1302,35,1,28,0
1303,35,1,29,0
1304,35,1,30,0
1305,35,1,31,18
1306,35,1,32,20
1307,35,1,33,0
1308,35,1,34,0
1309,35,1,35,0
1310,35,1,36,0
1311,35,1,37,0
1312,35,1,38,0
1313,35,1,39,30
1314,35,1,40,0
1315,35,1,41,2
1316,35,1,42,77
1317,35,1,43,0
1318,35,1,44,0
1319,35,1,45,0
1320,35,1,46,0
1321,35,1,47,0
1322,35,1,48,0
1323,35,1,49,494
1324,36,1,1,1
1325,36,1,2,10
1326,36,1,3,0
1327,36,1,4,0
1328,36,1,5,0
1329,36,1,6,0
1330,36,1,7,5
1331,36,1,8,2
1332,36,1,9,3
1333,36,1,10,0
1334,36,1,11,23
1335,36,1,12,14
1336,36,1,13,4
1337,36,1,14,2
1338,36,1,15,0
1339,36,1,16,3
1340,36,1,17,0
1341,36,1,18,0
1342,36,1,19,0
1343,36,1,20,0
1344,36,1,21,27
1345,36,1,22,61
1346,36,1,23,1
1347,36,1,24,23
1348,36,1,25,0
1349,36,1,26,7
1350,36,1,27,0
1351,36,1,28,0
1352,36,1,29,0
1353,36,1,30,0
1354,36,1,31,7
1355,36,1,32,27
1356,36,1,33,3
1357,36,1,34,0
1358,36,1,35,0
1359,36,1,36,0
1360,36,1,37,0
1361,36,1,38,0
1362,36,1,39,20
1363,36,1,40,7
1364,36,1,41,158
1365,36,1,42,246
1366,36,1,43,0
1367,36,1,44,0
1368,36,1,45,1
1369,36,1,46,0
1370,36,1,47,1
1371,36,1,48,2
1372,36,1,49,309
